,x-box,y-box,width,high ,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx,letter_a
1970,9,9,7,13,5,7,8,4,3,6,11,5,5,10,6,6,0
1971,4,5,5,4,2,4,11,2,7,11,10,6,1,11,2,5,0
1972,4,9,4,4,2,5,10,2,6,11,8,6,2,9,4,3,0
1973,4,9,5,6,6,7,6,6,2,7,7,8,6,8,4,8,0
1974,5,11,8,8,11,9,7,4,4,6,7,7,8,8,8,7,0
1975,3,5,6,4,3,6,8,2,9,11,8,8,2,8,4,6,0
1976,3,9,5,7,4,8,7,3,8,5,6,8,3,8,6,8,0
1977,2,7,3,5,3,8,7,7,5,7,7,8,2,9,8,8,0
1978,5,5,6,4,3,4,8,5,8,10,8,9,3,9,2,6,0
1979,4,6,5,4,4,7,7,7,7,7,6,8,3,10,6,8,0
1980,3,4,4,3,2,5,8,5,7,9,8,8,3,9,2,5,0
1981,3,8,5,6,2,5,11,3,4,9,12,9,3,10,1,9,0
1982,4,6,5,4,2,9,7,0,7,13,5,7,0,8,0,8,0
1983,5,10,5,5,5,7,8,3,5,9,6,7,6,5,7,8,0
1984,1,0,1,0,0,7,8,10,1,7,6,8,2,8,0,8,0
1985,6,11,8,8,7,7,7,6,6,7,7,7,7,7,3,7,0
1986,3,3,4,4,2,7,7,5,8,5,6,8,0,8,8,8,0
1987,1,4,2,3,1,7,4,1,7,7,2,10,0,7,2,8,0
1988,6,8,7,10,6,8,6,7,4,8,7,11,4,9,7,7,0
1989,3,3,5,2,2,9,6,3,6,10,4,8,3,8,3,9,0
1990,4,3,5,5,3,7,7,12,1,7,9,8,8,6,0,8,0
1991,1,0,1,1,0,7,7,5,7,7,6,14,0,8,4,10,0
1992,3,2,4,4,3,7,8,5,5,6,5,6,3,7,4,8,0
1993,1,0,2,1,0,8,6,6,4,6,5,9,1,8,5,10,0
1994,2,6,5,4,3,6,5,1,3,5,2,7,2,6,3,4,1
1995,4,7,4,5,3,9,6,7,5,10,4,10,3,8,3,8,0
1996,1,6,3,4,3,9,6,3,4,7,6,5,3,8,5,5,0
1997,4,8,4,6,2,3,11,4,4,11,12,8,2,10,1,8,0
1998,1,0,2,1,0,7,9,3,2,7,12,8,2,10,0,8,0
1999,5,12,5,6,3,14,0,4,2,12,3,11,2,4,2,10,1
2000,3,2,4,4,3,5,7,3,7,6,6,10,6,8,4,9,0
2001,3,5,4,3,1,4,12,4,4,11,11,7,2,11,1,8,0
2002,7,10,7,7,4,4,10,7,8,12,10,9,2,10,3,6,0
2003,4,6,5,4,3,6,6,7,6,6,6,8,2,8,4,10,0
2004,2,1,2,1,2,8,8,6,6,7,6,8,3,8,3,8,0
2005,5,6,6,4,3,4,9,5,7,11,11,9,3,9,2,7,0
2006,3,5,4,3,3,7,9,5,5,7,6,6,5,9,2,6,0
2007,4,10,6,8,4,8,7,7,7,10,5,4,3,7,5,9,0
2008,3,3,4,4,3,8,7,6,2,8,7,9,2,9,4,8,0
2009,3,5,5,3,2,8,7,3,9,6,6,9,3,7,7,9,0
2010,4,11,5,8,5,7,7,13,1,6,6,8,6,9,1,6,0
2011,1,0,1,0,0,7,7,10,0,5,6,8,4,8,0,8,0
2012,3,9,5,7,7,7,8,3,5,6,6,10,6,11,7,5,0
2013,4,11,5,8,4,4,11,4,6,11,10,6,2,10,3,5,0
2014,5,9,5,5,2,5,8,4,6,4,4,9,4,7,2,8,0
2015,1,11,0,8,0,7,7,4,4,7,6,8,0,8,0,8,0
2016,5,8,5,6,3,5,9,1,8,9,9,5,1,11,3,4,0
2017,2,4,4,3,2,7,8,2,9,12,7,7,1,8,5,6,0
2018,5,11,7,8,6,7,7,8,5,7,5,6,3,7,3,8,0
2019,4,7,5,5,4,6,7,8,5,7,5,7,3,7,3,8,0
2020,4,10,4,7,2,4,10,10,3,9,6,4,2,10,4,8,0
2021,12,15,11,9,5,6,8,3,7,9,9,10,6,10,4,6,0
2022,1,0,2,1,0,7,4,2,0,7,2,8,2,7,1,8,1
2023,5,10,6,7,2,4,7,9,2,7,6,12,3,8,3,11,0
2024,7,11,8,8,5,6,6,7,8,10,7,11,2,10,5,9,0
2025,4,5,7,4,4,6,7,1,7,10,7,10,3,8,3,8,0
2026,3,10,6,7,4,11,3,2,2,9,2,9,3,7,3,9,1
2027,2,1,3,2,1,6,12,2,7,8,11,8,1,10,1,7,0
2028,4,9,5,8,3,8,6,9,7,6,5,9,3,8,4,8,0
2029,3,4,5,6,1,7,12,2,3,8,12,8,1,10,0,8,0
2030,3,7,5,5,3,7,9,6,5,7,6,7,5,9,2,6,0
2031,2,6,2,4,1,0,1,5,6,0,0,7,0,8,0,8,0
2032,7,13,5,7,3,6,8,6,8,10,6,10,1,8,8,8,0
2033,1,3,2,5,1,12,3,9,3,13,5,13,1,6,0,8,0
2034,2,1,2,2,1,7,7,3,11,9,6,8,0,8,7,8,0
2035,1,0,1,0,0,8,7,5,4,6,5,9,1,8,4,10,0
2036,5,9,6,7,6,8,8,8,5,5,7,9,3,8,4,6,0
2037,3,2,4,4,2,6,8,7,8,9,8,13,1,9,4,10,0
2038,8,12,6,6,5,8,8,4,3,9,5,6,4,9,9,8,0
2039,6,10,6,8,6,2,11,2,2,10,9,7,6,11,2,6,0
2040,4,9,6,6,4,7,6,4,5,8,6,7,5,6,4,6,0
2041,4,11,6,8,8,7,8,3,5,6,6,10,6,11,7,5,0
2042,5,10,7,8,6,6,8,5,6,6,5,8,3,6,6,9,0
2043,2,4,4,3,2,7,9,1,7,13,5,5,1,9,2,8,0
2044,6,12,5,6,3,4,9,4,2,10,9,6,3,9,3,4,0
2045,3,5,5,4,2,7,10,1,7,7,11,8,1,11,2,8,0
2046,2,1,3,3,2,6,7,5,6,7,6,8,3,8,3,8,0
2047,3,6,4,4,3,7,8,3,8,6,6,8,2,8,6,8,0
2048,5,11,7,8,10,6,7,3,4,6,6,9,7,10,8,6,0
2049,3,6,5,4,3,5,12,6,3,10,7,2,1,10,3,6,0
2050,3,3,3,5,1,7,5,13,5,7,14,8,3,9,0,8,0
2051,2,0,2,1,1,6,7,6,10,7,6,14,0,8,4,9,0
2052,1,0,2,1,1,6,9,7,3,7,5,8,2,7,4,11,0
2053,8,15,7,9,3,6,10,3,8,13,6,6,2,8,5,4,0
2054,6,8,8,11,12,8,8,4,2,7,8,9,4,12,9,8,0
2055,4,7,4,5,3,7,7,8,6,9,7,10,3,8,3,7,0
2056,0,0,1,0,0,12,4,6,3,12,4,11,0,7,0,8,0
2057,3,4,5,3,3,9,7,3,5,11,3,6,2,7,3,9,0
2058,1,3,3,2,1,8,7,2,9,11,6,8,1,8,5,7,0
2059,3,11,4,8,4,7,7,4,4,7,6,8,3,8,4,8,0
2060,2,3,3,2,1,5,8,5,6,10,9,9,3,9,2,6,0
2061,5,11,6,8,5,5,8,8,7,10,8,13,2,11,4,10,0
2062,5,11,7,8,8,8,5,5,3,8,7,9,9,9,6,11,0
2063,4,7,5,5,2,6,7,6,10,6,6,12,1,7,4,8,0
2064,8,10,11,7,7,5,6,4,5,11,10,11,11,5,4,7,0
2065,1,1,1,1,1,7,7,2,7,7,6,8,0,8,2,8,0
2066,1,0,2,1,0,8,6,11,4,7,12,8,3,10,0,8,0
2067,5,11,7,8,9,8,7,3,5,6,7,9,7,10,7,6,0
2068,1,3,1,2,0,10,6,2,5,11,4,9,0,7,1,7,0
2069,5,8,7,6,3,4,12,3,6,14,8,4,1,10,1,7,0
2070,2,4,3,3,2,6,7,5,5,9,7,10,2,9,4,9,0
2071,4,10,6,8,7,8,6,5,2,6,6,10,7,8,5,10,0
2072,2,1,3,1,1,7,4,2,0,7,2,8,2,6,2,8,1
2073,2,0,2,1,1,8,7,6,4,6,6,9,2,8,3,8,0
2074,4,8,6,6,6,8,7,6,5,9,7,6,3,8,7,8,0
2075,1,0,1,0,0,5,10,7,1,9,6,5,1,9,2,8,0
2076,3,8,4,6,3,5,8,6,6,9,8,14,1,9,3,10,0
2077,2,4,4,3,2,6,8,2,8,11,7,9,2,8,4,8,0
2078,10,13,12,7,6,10,2,3,2,10,2,9,8,1,2,8,0
2079,2,6,2,4,1,0,2,5,6,0,0,7,0,8,0,8,0
2080,4,11,6,8,7,8,7,5,7,7,6,6,6,8,3,7,0
2081,2,6,3,4,3,6,7,7,5,7,6,7,2,8,6,9,0
2082,4,9,6,7,5,5,9,3,7,11,9,9,3,9,4,6,0
2083,6,15,6,8,4,7,5,5,8,9,5,8,3,7,9,9,0
2084,7,6,9,5,9,7,8,5,4,6,5,8,13,7,5,8,0
2085,4,6,6,6,6,7,7,5,4,7,7,8,7,10,6,8,0
2086,3,6,5,4,4,8,8,8,5,6,7,9,3,8,4,6,0
2087,3,7,4,4,1,7,7,4,4,7,6,8,3,8,4,8,0
2088,8,10,10,9,11,7,7,5,4,7,6,7,8,9,6,5,0
2089,5,6,5,4,4,3,10,2,3,10,9,8,6,11,2,6,0
2090,0,1,1,2,1,7,7,1,6,7,6,8,0,8,2,8,0
2091,5,5,5,7,2,1,15,5,3,12,9,4,0,8,3,6,0
2092,5,10,5,8,5,2,7,5,9,7,6,14,0,8,6,8,0
2093,4,10,6,7,1,8,10,2,2,6,13,8,1,11,0,8,0
2094,4,8,6,6,5,10,6,3,6,10,4,7,3,8,5,11,0
2095,4,8,5,6,4,6,7,8,7,6,5,4,3,8,4,8,0
2096,2,1,2,2,1,8,7,7,5,7,6,8,2,8,3,8,0
2097,3,3,5,2,2,7,8,3,5,10,7,8,3,8,3,7,0
2098,4,5,5,5,2,8,5,8,8,6,4,8,3,8,4,8,0
2099,4,8,4,6,2,3,12,4,5,12,12,6,1,11,2,6,0
2100,3,8,4,6,5,8,7,8,5,7,6,6,3,8,7,10,0
2101,4,9,5,7,3,6,9,7,5,10,8,7,3,8,3,8,0
2102,3,4,5,3,3,7,10,6,3,11,4,3,1,10,3,8,0
2103,1,0,1,0,0,5,8,5,7,7,6,12,0,8,6,10,0
2104,3,7,4,5,2,8,8,8,6,6,7,9,3,8,4,8,0
2105,3,8,5,6,1,9,8,4,3,6,14,8,3,9,0,8,0
2106,6,9,6,10,8,8,5,7,4,9,5,8,4,8,5,7,0
2107,4,8,5,6,7,8,7,3,4,6,6,8,6,8,7,5,0
2108,6,10,6,7,4,6,12,4,7,11,9,4,2,13,4,4,0
2109,5,9,6,7,3,4,8,6,9,12,9,12,1,9,3,7,0
2110,4,5,5,3,2,6,8,6,7,7,10,10,3,9,1,8,0
2111,1,0,2,1,0,7,7,11,0,5,6,8,4,8,0,8,0
2112,3,2,4,3,2,6,8,7,7,9,8,12,2,10,3,9,0
2113,7,10,9,8,5,4,8,3,8,11,11,11,4,6,5,5,0
2114,6,11,8,8,8,6,6,8,4,6,4,8,4,6,8,11,0
2115,6,10,5,5,3,4,12,6,1,12,6,4,3,10,4,8,0
2116,1,0,2,0,0,5,11,6,1,9,6,5,1,9,3,8,0
2117,3,3,4,2,1,5,8,5,7,11,10,8,3,9,2,6,0
2118,5,9,5,7,4,4,8,5,6,11,9,14,2,9,3,7,0
2119,5,4,6,3,2,4,8,5,8,10,9,9,3,9,2,6,0
2120,2,3,2,1,1,7,7,5,7,7,6,8,2,8,5,10,0
2121,10,15,9,8,5,6,9,4,4,9,8,5,5,12,3,8,0
2122,2,6,4,4,3,10,5,2,4,7,5,5,3,8,4,6,0
2123,5,9,5,6,3,3,10,2,7,11,11,6,1,11,2,5,0
2124,4,6,5,4,4,8,9,3,5,10,5,5,3,8,5,8,0
2125,4,9,5,6,2,1,12,5,5,12,10,8,0,8,2,6,0
2126,8,12,8,6,4,8,4,4,5,12,8,11,3,9,6,9,0
2127,4,9,6,7,3,9,7,4,8,12,4,7,2,8,5,9,0
2128,2,6,3,4,3,7,8,7,5,7,9,8,2,9,3,7,0
2129,6,7,7,5,3,4,10,6,7,12,11,8,3,9,2,7,0
2130,3,7,4,5,2,5,10,8,3,7,5,8,2,8,6,11,0
2131,3,6,4,4,3,7,8,7,6,7,7,8,3,10,5,9,0
2132,1,3,2,1,1,7,7,5,8,6,6,8,1,8,6,8,0
2133,5,6,6,9,3,8,7,9,8,7,6,9,3,8,4,8,0
2134,7,11,9,9,12,8,7,4,3,6,5,9,8,7,9,14,0
2135,6,9,9,8,9,6,7,2,4,7,4,9,7,5,10,10,0
2136,8,10,6,15,5,4,9,3,1,9,10,5,4,10,7,5,0
2137,6,9,5,4,3,8,3,4,3,7,3,5,4,7,4,9,0
2138,4,5,7,4,4,7,8,3,6,10,6,8,3,8,3,8,0
2139,3,9,4,7,1,12,2,10,4,14,5,13,1,6,0,8,0
2140,3,5,4,4,2,6,10,1,8,11,9,5,1,9,3,4,0
2141,5,9,7,7,3,8,8,4,2,7,8,8,8,9,0,8,0
2142,2,4,4,3,3,8,7,2,5,10,5,6,2,8,4,9,0
2143,3,8,4,6,2,7,5,14,5,7,13,8,3,9,0,8,0
2144,1,3,3,2,1,5,11,3,4,13,7,5,1,9,1,7,0
2145,4,10,6,8,6,7,7,4,6,6,5,7,3,7,5,9,0
2146,3,9,4,7,2,7,5,15,5,7,12,8,3,9,0,8,0
2147,8,9,12,8,12,7,7,4,4,6,5,8,14,9,6,9,0
2148,3,4,5,2,2,7,11,4,3,12,4,2,1,9,2,9,0
2149,2,11,2,8,4,7,7,0,6,7,6,8,0,9,3,8,0
2150,3,5,5,6,4,8,9,4,5,7,6,8,3,8,8,9,0
2151,6,9,8,7,7,6,6,8,4,7,6,8,4,9,8,11,0
2152,4,8,6,6,6,10,6,4,5,6,7,6,5,8,4,6,0
2153,1,6,0,4,0,7,7,5,3,7,6,8,0,8,0,8,0
2154,4,7,6,5,3,7,12,4,5,14,5,1,0,10,3,8,0
2155,3,3,5,2,3,7,7,2,6,10,6,8,3,8,3,7,0
2156,4,2,6,4,2,7,13,3,4,8,12,8,3,10,2,8,0
2157,6,9,9,7,5,7,9,2,5,10,6,6,6,9,1,8,0
2158,6,11,7,8,4,7,6,7,7,11,6,13,3,9,5,8,0
2159,4,2,6,4,4,9,11,2,2,5,9,7,9,11,2,7,0
2160,5,11,6,8,6,8,8,5,8,5,5,8,0,8,9,8,0
2161,1,3,3,2,1,9,4,4,4,13,7,12,1,7,0,7,0
2162,3,7,4,5,3,6,6,9,7,6,6,7,2,8,9,9,0
2163,3,10,5,8,2,8,8,4,3,6,14,8,3,9,0,8,0
2164,4,9,4,6,4,3,6,5,9,6,7,13,0,8,7,9,0
2165,5,6,5,8,5,8,4,6,5,10,5,10,4,7,6,7,0
2166,6,10,8,7,5,7,7,7,6,5,7,9,3,8,4,8,0
2167,3,6,5,5,5,9,6,2,6,8,6,7,3,10,8,6,0
2168,3,4,4,3,3,7,7,6,7,7,6,5,2,8,3,7,0
2169,5,9,6,6,7,9,6,5,2,6,6,10,6,7,5,11,0
2170,3,5,6,3,2,5,8,2,9,11,10,9,2,9,3,6,0
2171,6,10,9,7,5,5,12,4,5,13,8,4,2,10,2,6,0
2172,3,7,5,5,3,11,8,5,1,6,9,8,7,10,0,8,0
2173,4,9,5,8,5,8,8,7,4,5,9,9,2,9,4,9,0
2174,4,8,5,6,5,7,7,5,10,7,6,8,1,8,7,7,0
2175,6,9,8,6,7,7,7,6,3,8,8,7,7,9,5,10,0
2176,2,5,3,4,2,6,9,4,5,10,9,6,2,10,3,6,0
2177,6,9,6,4,3,7,7,4,4,9,8,6,4,10,4,4,0
2178,1,9,0,7,1,7,7,5,3,7,6,8,0,8,0,8,0
2179,2,3,3,2,1,5,8,4,5,10,8,9,3,10,1,7,0
2180,4,11,7,8,6,7,5,1,4,5,2,6,5,6,6,6,1
2181,3,8,4,6,2,7,5,14,5,7,13,8,3,9,0,8,0
2182,1,3,2,2,1,9,6,4,4,10,3,5,2,8,2,8,0
2183,6,12,6,6,3,10,4,4,3,12,6,9,3,10,2,8,0
2184,1,3,2,1,1,9,8,6,5,5,9,7,3,10,0,8,0
2185,3,9,5,6,4,6,7,9,6,6,6,5,3,8,3,8,0
2186,2,6,3,4,1,7,7,1,8,14,6,8,0,8,1,8,0
2187,5,9,4,4,3,6,8,6,4,9,8,9,4,9,4,8,0
2188,3,7,5,5,1,8,8,4,2,6,14,8,3,10,0,8,0
2189,5,9,7,7,6,9,8,4,5,11,4,4,2,9,4,8,0
2190,2,10,4,7,1,7,14,0,6,7,11,8,0,8,0,8,0
2191,3,7,4,5,3,8,8,7,6,7,6,8,2,8,9,8,0
2192,3,6,4,4,2,8,6,7,7,6,6,9,1,7,6,11,0
2193,4,11,5,8,3,7,7,9,7,7,6,8,3,8,4,8,0
2194,5,9,8,6,4,10,6,2,8,10,2,7,3,8,3,9,0
2195,5,9,7,7,7,7,9,6,3,5,5,10,4,8,7,8,0
2196,6,9,6,7,4,5,7,7,8,8,6,9,3,9,3,4,0
2197,4,9,5,6,2,1,11,5,7,12,11,9,0,8,2,6,0
2198,5,8,6,10,6,9,5,7,4,9,5,11,4,8,6,7,0
2199,1,0,2,0,1,7,6,9,0,7,8,8,6,6,0,8,0
2200,7,13,7,7,6,10,6,4,5,9,5,8,6,8,8,9,0
2201,5,8,6,6,2,3,10,5,8,12,11,10,1,8,2,6,0
2202,7,9,10,8,10,9,7,3,4,9,2,8,8,4,8,12,0
2203,1,1,2,1,1,6,9,8,4,7,5,8,2,7,4,11,0
2204,6,11,8,9,8,7,7,8,4,8,5,8,4,8,10,1,1
2205,6,7,6,9,7,8,5,7,4,8,6,7,6,8,6,9,0
2206,4,10,5,7,2,3,8,8,2,7,5,11,3,8,3,10,0
2207,1,6,1,4,1,7,7,0,7,7,6,9,0,8,3,8,0
2208,5,6,5,4,3,4,12,1,2,8,10,7,3,11,1,7,0
2209,2,1,3,2,1,5,11,3,5,11,9,5,1,10,3,6,0
2210,4,8,5,6,4,7,8,8,5,10,7,8,3,8,3,8,0
2211,2,7,4,5,3,12,3,2,2,9,2,9,3,7,3,9,1
2212,6,10,6,8,3,7,7,15,2,4,6,8,6,8,0,8,0
2213,2,1,2,2,1,6,8,7,7,9,7,12,1,10,4,10,0
2214,1,0,1,0,0,7,8,3,0,7,8,8,3,9,0,8,0
2215,5,7,6,5,7,8,8,6,5,7,6,8,7,9,7,6,0
2216,5,9,6,11,7,7,9,4,3,8,10,10,4,10,8,8,0
2217,3,8,4,6,3,5,7,6,7,7,5,11,1,8,4,10,0
2218,7,9,10,8,8,6,8,2,4,7,7,9,8,6,4,8,1
2219,3,5,5,8,1,6,10,2,2,7,13,8,2,11,0,8,0
2220,1,11,0,8,1,7,7,5,3,7,6,8,0,8,0,8,0
2221,5,9,7,8,9,7,7,5,4,7,6,8,6,9,8,7,0
2222,4,7,4,5,2,6,7,6,6,10,8,9,2,9,4,9,0
2223,4,9,4,5,2,9,3,4,5,12,4,13,2,6,5,9,0
2224,2,8,3,6,2,8,7,0,7,13,6,8,0,8,1,8,0
2225,8,10,7,5,4,8,6,4,6,9,6,5,4,10,4,6,0
2226,3,6,5,4,5,8,6,4,4,7,6,8,6,7,6,8,0
2227,5,11,9,9,7,6,8,2,6,7,6,9,6,5,8,7,0
2228,8,10,7,8,5,3,12,2,3,9,11,8,7,11,2,6,0
2229,8,11,9,8,6,7,8,3,6,10,5,7,4,6,6,8,0
2230,3,7,5,5,5,5,6,3,4,6,5,9,5,7,8,7,0
2231,3,8,5,5,2,7,5,3,1,7,1,8,2,7,2,7,1
2232,9,13,8,7,4,9,4,4,3,13,8,10,4,9,3,9,0
2233,2,4,4,3,2,8,7,5,6,9,5,5,2,8,3,7,0
2234,6,9,8,7,6,8,4,9,5,7,4,8,3,8,4,8,0
2235,10,13,9,7,4,4,9,4,7,3,3,11,5,8,2,7,0
2236,5,7,7,9,6,10,5,4,4,8,2,6,2,7,7,8,0
2237,4,9,7,7,4,8,2,2,3,6,1,7,2,7,3,7,1
2238,4,6,5,4,4,8,7,5,6,9,6,6,2,8,6,9,0
2239,5,8,5,6,2,7,4,14,5,7,14,8,3,9,0,8,0
2240,3,5,6,3,2,6,8,2,7,10,7,8,1,9,5,6,0
2241,3,1,4,2,2,5,10,4,4,10,8,4,1,9,4,7,0
2242,3,2,4,4,2,6,8,7,7,8,7,13,1,9,4,10,0
2243,1,0,2,1,1,8,7,6,4,6,6,9,2,8,3,8,0
2244,5,6,7,9,8,8,11,4,3,5,8,11,5,13,7,11,0
2245,3,8,5,6,4,4,8,5,8,11,10,9,2,9,4,5,0
2246,2,4,4,3,2,9,6,4,6,10,4,5,2,8,3,8,0
2247,4,2,5,4,3,7,6,6,6,6,6,9,2,8,4,8,0
2248,2,1,4,2,1,6,13,3,2,8,11,8,2,10,1,8,0
2249,4,10,7,7,2,7,5,3,1,7,1,8,3,7,2,8,1
2250,2,8,4,6,2,12,3,3,2,10,1,9,2,6,2,8,1
2251,3,2,4,4,3,7,7,5,5,6,5,7,3,6,6,9,0
2252,3,5,4,4,2,8,7,3,7,10,6,8,1,9,5,8,0
2253,5,9,5,4,3,8,5,4,8,10,4,9,3,7,8,10,0
2254,6,9,9,7,6,8,6,2,9,11,5,9,3,5,7,8,0
2255,7,10,8,8,5,3,7,5,7,11,10,14,2,9,3,7,0
2256,6,12,5,6,3,4,12,3,5,12,7,4,2,7,5,5,0
2257,4,10,5,8,7,7,8,9,6,7,6,7,2,7,8,10,0
2258,3,7,3,5,3,5,9,7,3,7,5,8,2,7,4,11,0
2259,8,10,9,8,6,1,10,3,3,11,11,9,7,10,1,7,0
2260,6,10,8,7,6,6,6,1,7,10,6,10,4,8,4,8,0
2261,2,4,4,3,2,8,8,3,5,12,4,4,1,10,2,8,0
2262,3,6,4,4,3,7,8,7,4,9,7,8,3,8,2,8,0
2263,5,8,4,6,3,8,7,2,4,11,6,8,2,10,6,11,0
2264,6,9,5,4,2,11,3,3,1,9,4,11,4,5,4,9,1
2265,3,7,5,5,3,9,8,2,5,12,4,5,1,10,2,9,0
2266,10,13,12,8,5,4,9,3,4,13,10,9,6,8,0,7,0
2267,3,2,5,3,3,9,6,6,4,6,7,6,7,5,2,6,0
2268,3,7,5,11,8,8,9,5,0,8,6,6,5,11,6,9,0
2269,3,7,5,5,3,6,8,2,9,11,7,7,1,9,6,7,0
2270,4,6,5,4,3,9,8,3,7,10,4,7,2,7,4,9,0
2271,1,0,1,0,0,8,7,3,4,7,6,8,2,8,4,8,0
2272,4,8,4,5,2,5,10,9,5,9,6,5,2,10,4,8,0
2273,6,11,6,8,4,5,8,7,8,12,9,12,2,10,4,6,0
2274,5,8,7,6,5,9,8,2,6,13,5,5,2,9,3,9,0
2275,3,7,3,5,2,5,6,10,7,5,4,5,3,8,3,8,0
2276,2,4,5,3,2,7,8,2,9,12,7,7,1,8,5,6,0
2277,7,6,6,9,4,6,8,4,2,7,10,5,4,10,5,6,0
2278,1,3,3,1,1,6,4,1,7,7,2,9,0,7,2,8,0
2279,4,5,5,4,3,5,7,4,8,7,6,10,6,8,5,9,0
2280,6,9,6,6,4,7,11,3,9,12,9,4,2,12,3,4,0
2281,2,1,2,1,1,6,10,7,2,7,5,8,2,7,4,10,0
2282,4,11,5,8,2,5,15,1,6,9,11,7,0,8,0,8,0
2283,8,14,8,8,6,9,4,5,4,10,6,12,9,2,7,11,1
2284,5,10,5,7,3,7,5,15,1,7,8,8,3,8,0,8,0
2285,5,7,6,5,4,8,5,2,9,11,4,10,2,8,6,10,0
2286,4,4,6,6,2,8,5,8,9,6,5,10,2,8,5,10,0
2287,3,1,4,1,1,7,9,5,6,7,10,9,3,10,1,8,0
2288,4,8,6,6,4,11,6,3,7,11,3,7,2,8,5,11,0
2289,7,13,6,7,3,7,4,3,6,11,4,13,2,7,6,8,0
2290,7,9,9,8,10,7,6,5,4,7,6,7,7,10,8,11,0
2291,2,5,4,3,3,8,7,3,6,9,5,7,2,8,5,10,0
2292,1,1,2,2,2,8,7,5,2,5,6,9,2,9,4,10,0
2293,6,11,7,8,5,6,7,7,7,10,8,10,2,8,5,9,0
2294,4,8,6,6,5,7,8,8,6,9,7,4,4,9,3,7,0
2295,7,10,7,5,3,7,6,3,6,9,8,9,6,11,3,7,0
2296,4,5,5,7,7,9,6,6,3,7,7,8,7,8,6,4,0
2297,4,8,6,6,3,6,8,4,1,7,8,8,8,9,0,8,0
2298,4,4,5,6,5,9,9,5,3,7,7,7,5,10,6,4,0
2299,4,4,4,5,2,7,6,15,1,7,8,8,3,8,0,8,0
2300,7,10,5,5,2,9,2,3,4,9,2,9,3,6,5,10,0
2301,8,15,8,8,5,11,4,5,7,12,3,10,3,7,8,12,0
2302,6,5,6,8,3,5,7,10,10,7,6,5,3,8,4,8,0
2303,3,8,5,6,4,6,6,6,6,7,5,11,2,10,4,9,0
2304,4,11,4,8,3,1,11,4,5,11,11,9,0,8,2,6,0
2305,2,3,3,2,1,5,8,5,6,10,9,8,3,9,2,6,0
2306,2,5,2,4,2,8,8,7,5,8,5,7,2,8,8,8,0
2307,3,9,5,7,3,11,3,2,2,9,2,9,3,5,3,8,1
2308,2,2,3,3,2,6,8,7,8,8,7,13,1,9,4,10,0
2309,3,9,5,7,3,7,7,0,7,13,6,8,0,8,1,8,0
2310,1,1,1,2,1,7,7,1,6,7,6,8,0,8,2,8,0
2311,3,3,5,2,2,7,8,3,6,10,7,7,3,8,3,8,0
2312,3,5,5,8,6,7,10,3,3,7,8,9,4,10,9,5,0
2313,4,8,7,6,9,9,8,5,2,7,7,7,12,10,4,6,0
2314,3,7,5,11,9,9,8,4,1,8,6,7,7,9,5,6,0
2315,6,11,6,8,2,1,12,5,6,12,11,8,0,8,2,5,0
2316,0,0,1,1,0,12,4,6,3,12,5,11,0,7,0,8,0
2317,2,4,3,3,2,5,8,5,6,10,9,9,3,9,2,6,0
2318,8,11,12,9,10,6,7,3,7,10,8,9,5,8,5,7,0
2319,3,5,4,4,3,7,7,4,5,6,5,6,3,7,4,8,0
2320,3,8,4,6,3,5,7,6,8,5,6,12,1,7,4,10,0
2321,4,9,6,7,6,6,7,5,6,7,6,6,3,7,5,9,0
2322,4,8,6,6,8,8,8,4,3,6,7,7,6,11,8,9,0
2323,6,9,10,7,11,10,5,3,2,9,4,8,11,6,4,7,0
2324,4,8,5,6,4,7,7,7,6,7,5,8,2,8,3,8,0
2325,6,11,7,8,5,5,8,7,6,8,8,15,4,9,6,6,0
2326,3,4,5,3,2,6,8,2,8,11,8,9,2,8,4,7,0
2327,1,4,2,3,1,8,7,5,8,6,6,8,1,8,7,7,0
2328,6,11,8,8,8,8,6,5,5,6,7,8,8,6,2,7,0
2329,3,7,3,5,2,3,7,6,11,7,7,15,0,8,7,7,0
2330,4,10,5,8,4,8,6,12,4,7,13,7,3,8,0,9,0
2331,3,8,3,6,4,5,9,7,3,7,5,8,2,7,5,11,0
2332,4,11,4,8,3,5,7,11,8,7,6,5,3,8,4,8,0
2333,5,7,6,5,6,7,8,6,4,8,6,8,3,10,8,11,0
2334,7,11,8,8,5,5,7,5,7,12,9,13,4,11,5,5,0
2335,5,10,6,8,4,7,4,2,8,7,1,8,1,6,3,7,0
2336,5,11,6,8,7,6,9,6,4,8,6,8,3,10,8,11,0
2337,2,4,4,3,2,9,6,3,7,10,4,8,1,9,5,9,0
2338,6,9,8,8,8,5,7,3,5,7,6,11,4,11,8,8,0
2339,4,6,4,4,3,7,5,12,4,7,12,8,3,9,0,8,0
2340,6,13,6,7,4,8,9,4,3,12,4,4,4,11,5,6,0
2341,3,6,4,4,2,7,7,14,0,7,6,8,3,8,0,8,0
2342,3,5,6,3,3,7,7,3,6,10,6,8,3,8,3,7,0
2343,4,5,5,4,4,8,7,6,6,7,6,8,3,8,3,7,0
2344,4,7,4,5,2,2,11,3,3,11,11,8,2,11,0,8,0
2345,4,11,5,8,4,8,5,3,7,12,4,10,1,6,2,6,0
